variante,escenario,escenario_operativo,perfil_presion,nivel,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,noAsignados,0,0,0,0,0
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,costo,10442,10442,8.485281,10436,10448
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,distanciaKm,1471,1471,1.414214,1470,1472
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,GENETICO,25,2,100,utilizacionPct,29.947917,29.947917,0,29.947917,29.947917
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,objetivo,86.263333,86.263333,0,86.263333,86.263333
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,tiempoMs,7.8473,7.8473,0.931684,7.1885,8.5061
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,evaluaciones,821,821,56.568542,781,861
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,cumplimientoPct,100,100,0,100,100
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,cumplimientoPrioritariosPct,100,100,0,100,100
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,retrasoHoras,0,0,0,0,0
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,tiempoAtencionHoras,86.263333,86.263333,0,86.263333,86.263333
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,noAsignados,0,0,0,0,0
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,costo,9984,9984,0,9984,9984
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,distanciaKm,1474,1474,0,1474,1474
BASE,COLAPSO_LOGISTICO-NORMAL-N01,COLAPSO_LOGISTICO,NORMAL,1,RECOCIDO_SIMULADO,25,2,100,utilizacionPct,29.947917,29.947917,0,29.947917,29.947917
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,objetivo,291.6125,291.6125,0.533866,291.235,291.99
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,tiempoMs,712.0522,712.0522,110.673525,633.7942,790.3102
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,evaluaciones,9060,9060,0,9060,9060
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,cumplimientoPct,94.736842,94.736842,0,94.736842,94.736842
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,cumplimientoPrioritariosPct,92,92,0,92,92
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,retrasoHoras,1.2,1.2,0,1.2,1.2
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,tiempoAtencionHoras,171.6125,171.6125,0.533866,171.235,171.99
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,noAsignados,0,0,0,0,0
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,costo,11944,11944,280.014285,11746,12142
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,distanciaKm,1753,1753,46.669048,1720,1786
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,GENETICO,38,2,100,utilizacionPct,42.447917,42.447917,0,42.447917,42.447917
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,objetivo,298.711667,298.711667,0.035355,298.686667,298.736667
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,tiempoMs,19.2492,19.2492,1.451832,18.2226,20.2758
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,evaluaciones,1821,1821,113.137085,1741,1901
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,cumplimientoPct,94.736842,94.736842,0,94.736842,94.736842
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,cumplimientoPrioritariosPct,92,92,0,92,92
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,retrasoHoras,1.2,1.2,0,1.2,1.2
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,tiempoAtencionHoras,178.711667,178.711667,0.035355,178.686667,178.736667
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,noAsignados,0,0,0,0,0
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,costo,12928,12928,0,12928,12928
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,distanciaKm,1990,1990,0,1990,1990
BASE,COLAPSO_LOGISTICO-ALTA-N01,COLAPSO_LOGISTICO,ALTA,1,RECOCIDO_SIMULADO,38,2,100,utilizacionPct,42.447917,42.447917,0,42.447917,42.447917
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,objetivo,978.943333,978.943333,4.886108,975.488333,982.398333
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,tiempoMs,397.3632,397.3632,77.155956,342.8057,451.9207
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,evaluaciones,9060,9060,0,9060,9060
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,cumplimientoPct,94.545455,94.545455,0,94.545455,94.545455
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,cumplimientoPrioritariosPct,91.428571,91.428571,0,91.428571,91.428571
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,retrasoHoras,6.2,6.2,0,6.2,6.2
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,tiempoAtencionHoras,358.943333,358.943333,4.886108,355.488333,362.398333
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,noAsignados,0,0,0,0,0
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,costo,15874,15874,1071.97388,15116,16632
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,distanciaKm,2533,2533,173.948268,2410,2656
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,GENETICO,55,2,100,utilizacionPct,68.229167,68.229167,0,68.229167,68.229167
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,objetivo,993.1925,993.1925,0.979343,992.5,993.885
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,tiempoMs,34.9395,34.9395,3.286774,32.6154,37.2636
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,evaluaciones,2661,2661,226.27417,2501,2821
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,cumplimientoPct,94.545455,94.545455,0,94.545455,94.545455
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,cumplimientoPrioritariosPct,91.428571,91.428571,0,91.428571,91.428571
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,retrasoHoras,6.2,6.2,0,6.2,6.2
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,tiempoAtencionHoras,373.1925,373.1925,0.979343,372.5,373.885
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,noAsignados,0,0,0,0,0
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,costo,16586,16586,19.79899,16572,16600
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,distanciaKm,2562,2562,0,2562,2562
BASE,COLAPSO_LOGISTICO-CRITICA-N01,COLAPSO_LOGISTICO,CRITICA,1,RECOCIDO_SIMULADO,55,2,100,utilizacionPct,68.229167,68.229167,0,68.229167,68.229167
