variante,escenario,escenario_operativo,perfil_presion,nivel,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,tiempoMs,41.188343,39.108,9.138417,27.4756,64.8871
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,evaluaciones,1533,1441,684.359252,381,3101
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,cumplimientoPct,92.363636,92.727273,1.612151,94.545455,89.090909
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,cumplimientoPrioritariosPct,88,88.571429,2.53338,91.428571,82.857143
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,retrasoHoras,8.382667,8.335,0.826925,7.19,10.98
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,tiempoAtencionHoras,386.465333,385.74,4.880494,377.721667,395.135
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,noAsignados,0,0,0,0,0
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,costo,16609.066667,16709,841.959411,14848,17958
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,distanciaKm,2686.866667,2696,153.250467,2404,2986
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,utilizacionPct,77.97619,77.97619,0,77.97619,77.97619
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,tiempoReplanificacionMs,24.624843,21.82235,12.880205,6.3984,58.5062
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,1,RECOCIDO_SIMULADO,55,30,100,tasaReplanificacionExitosaPct,100,100,,100,100
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,objetivo,1517.245944,1522.9025,100.73309,1326.135,1790.446667
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,tiempoMs,446.434757,422.3244,138.916271,289.9802,906.4429
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,cumplimientoPct,91.030303,90.909091,1.717151,92.727273,87.272727
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,cumplimientoPrioritariosPct,85.904762,85.714286,2.698381,88.571429,80
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,retrasoHoras,11.911667,11.963333,1.008175,10.011667,14.625
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,tiempoAtencionHoras,326.079278,325.83,2.369363,321.1,331.005
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,noAsignados,0,0,0,0,0
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,costo,15439.133333,15458,476.039605,14472,16450
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,distanciaKm,2556.666667,2569,70.115832,2386,2676
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,utilizacionPct,78.571429,78.571429,0,78.571429,78.571429
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,tiempoReplanificacionMs,350.302703,338.10835,132.696849,164.9905,667.6119
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,GENETICO,55,30,100,tasaReplanificacionExitosaPct,100,100,,100,100
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,objetivo,1516.526278,1510.01,77.071364,1357.925,1722.88
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,tiempoMs,45.55888,42.7539,10.761475,31.4139,78.0451
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,evaluaciones,1190.333333,1101,420.926182,541,2301
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,cumplimientoPct,90.424242,90.909091,1.427119,92.727273,87.272727
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,cumplimientoPrioritariosPct,84.952381,85.714286,2.242615,88.571429,80
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,retrasoHoras,11.680444,11.6175,0.773297,10.011667,13.74
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,tiempoAtencionHoras,348.481833,347.929167,4.316842,340.02,357.058333
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,noAsignados,0,0,0,0,0
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,costo,16832.733333,16950,671.283995,15636,18042
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,distanciaKm,2723.533333,2709,109.289471,2500,2960
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,utilizacionPct,78.571429,78.571429,0,78.571429,78.571429
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,tiempoReplanificacionMs,19.136917,17.01,6.394739,8.5273,36.0221
BASE,OPERACION_DIARIA-CRITICA-N02,OPERACION_DIARIA,CRITICA,2,RECOCIDO_SIMULADO,55,30,100,tasaReplanificacionExitosaPct,100,100,,100,100
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,objetivo,25386.409278,26396.39,3742.455858,16417.56,31518.863333
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,tiempoMs,703.238313,709.1366,85.61975,547.432,863.5763
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,cumplimientoPct,83.030303,83.636364,1.743503,85.454545,80
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,cumplimientoPrioritariosPct,78.952381,80,3.046285,85.714286,74.285714
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,retrasoHoras,10.572944,10.998333,1.758764,4.53,13.075
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,tiempoAtencionHoras,329.114833,329.975833,10.478332,310.361667,351.56
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,noAsignados,4.8,5,0.761124,3,6
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,costo,16309.133333,16324,486.215699,15556,17356
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,distanciaKm,2608.266667,2630,90.977426,2448,2808
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,utilizacionPct,84.791667,84.22619,2.106443,89.880952,81.25
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,tiempoReplanificacionMs,324.30701,315.41095,50.957272,250.6184,484.1658
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,GENETICO,55,30,100,tasaReplanificacionExitosaPct,0,0,,0,0
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,objetivo,24606.582222,25971.713333,6017.662429,16540.623333,47368.02
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,tiempoMs,53.064573,52.45815,7.366474,40.3365,82.1576
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,evaluaciones,1146.333333,1101,645.898109,101,2461
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,cumplimientoPct,83.030303,83.636364,2.8781,87.272727,72.727273
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,cumplimientoPrioritariosPct,77.619048,77.142857,3.362528,85.714286,68.571429
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,retrasoHoras,10.964556,11.323333,2.56252,4.985,20.623333
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,tiempoAtencionHoras,343.46,344.369167,10.906322,305.686667,361.108333
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,noAsignados,4.633333,5,1.188547,3,9
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,costo,16824.666667,16665,655.136381,15554,18202
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,distanciaKm,2706.4,2709,148.539928,2388,2948
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,utilizacionPct,85.337302,84.52381,2.956558,89.880952,75.892857
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,tiempoReplanificacionMs,22.579297,21.51305,11.236052,4.0377,45.0133
BASE,OPERACION_DIARIA-CRITICA-N03,OPERACION_DIARIA,CRITICA,3,RECOCIDO_SIMULADO,55,30,100,tasaReplanificacionExitosaPct,0,0,,0,0
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,objetivo,465165.416056,466386.594167,9368.830078,443328.576667,480981.03
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,tiempoMs,1591.39816,1573.8321,107.133549,1369.683,1914.6507
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,cumplimientoPct,22.32,22.4,1.334528,24.8,20
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,cumplimientoPrioritariosPct,15.225225,14.864865,1.736145,17.567568,12.162162
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,retrasoHoras,2315.579278,2320.715,104.130955,2048.505,2518.713333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,tiempoAtencionHoras,3774.154944,3769.706667,129.648072,3478.076667,4109.696667
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,noAsignados,45.966667,46,1.129032,44,48
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,costo,21555.2,21390,903.610322,20258,23738
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,distanciaKm,3544.466667,3518,139.431044,3320,3872
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,GENETICO,125,30,100,utilizacionPct,92.761438,93.259804,2.008519,97.794118,89.705882
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,objetivo,618996.499333,618149.8425,2244.801159,612967.158333,623464.745
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,tiempoMs,388.335447,387.6597,18.282512,365.4002,466.6775
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,evaluaciones,4733,4721,130.526784,4501,4941
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,cumplimientoPct,8.88,8.8,0.384528,9.6,8
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,cumplimientoPrioritariosPct,8.063063,8.108108,0.432219,9.459459,6.756757
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,retrasoHoras,4062.707167,4057.170833,10.51128,4048.178333,4079.058333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,tiempoAtencionHoras,5559.116,5563.028333,29.26566,5515.06,5618.325
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,noAsignados,41.433333,41,0.568321,40,42
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,costo,22726,22754,731.820404,21292,24466
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,distanciaKm,3708.133333,3711,109.957902,3482,3976
BASE,SIMULACION_CINCO_DIAS-NORMAL-N01,SIMULACION_CINCO_DIAS,NORMAL,1,RECOCIDO_SIMULADO,125,30,100,utilizacionPct,96.707516,97.058824,0.73581,98.529412,95.833333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,objetivo,458386.146833,458885.0425,8220.513662,439159.435,476209.446667
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,tiempoMs,1551.301553,1558.0317,95.10983,1408.6869,1807.4939
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,cumplimientoPct,21.546667,21.6,1.04905,23.2,19.2
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,cumplimientoPrioritariosPct,13.71308,13.924051,1.761624,17.721519,10.126582
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,retrasoHoras,2137.282611,2141.965,101.413788,1810.24,2339.293333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,tiempoAtencionHoras,3491.219056,3506.299167,130.336712,3135.435,3781.556667
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,noAsignados,48.233333,48,1.165106,46,51
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,costo,21158.333333,21091,701.87062,19966,22668
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,distanciaKm,3433.066667,3436,87.065149,3252,3572
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,GENETICO,125,30,100,utilizacionPct,93.063725,93.014706,1.440919,95.833333,90.686275
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,objetivo,625937.903222,625976.805833,2468.633502,619690.523333,629897.495
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,tiempoMs,400.343923,400.2526,13.352794,366.1693,425.5569
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,evaluaciones,4603.666667,4601,145.054885,4221,4901
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,cumplimientoPct,6.933333,7.2,0.383571,7.2,6.4
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,cumplimientoPrioritariosPct,2.067511,2.531646,0.620421,2.531646,1.265823
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,retrasoHoras,3940.409778,3942.956667,15.086777,3914.673333,3968.603333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,tiempoAtencionHoras,5396.925444,5393.318333,26.153439,5357.288333,5445.666667
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,noAsignados,45.3,45,0.595963,44,46
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,costo,21737.2,21806,572.789568,20394,23326
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,distanciaKm,3562.533333,3557,106.135805,3378,3876
BASE,SIMULACION_CINCO_DIAS-NORMAL-N02,SIMULACION_CINCO_DIAS,NORMAL,2,RECOCIDO_SIMULADO,125,30,100,utilizacionPct,97.44281,97.54902,0.74142,99.019608,96.323529
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,objetivo,427699.974611,428849.975,8001.517154,409446.386667,439404.101667
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,tiempoMs,1447.893453,1455.4195,101.13146,1259.5736,1665.182
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,cumplimientoPct,24.213333,24,1.936177,28,20
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,cumplimientoPrioritariosPct,13.285024,13.043478,2.317695,17.391304,8.695652
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,retrasoHoras,2328.383667,2327.565833,121.665807,2008.716667,2529.268333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,tiempoAtencionHoras,4028.274611,4033.141667,173.349166,3574.72,4365.623333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,noAsignados,38.166667,38,1.205829,36,41
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,costo,22327.4,22366,894.777206,20560,24340
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,distanciaKm,3590.4,3586,123.544659,3380,3836
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,GENETICO,125,30,100,utilizacionPct,95.416667,95.625,1.475859,98.25,93
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,objetivo,588982.502444,587402.614167,2415.400082,586817.853333,592414.713333
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,tiempoMs,358.334463,357.0942,10.666052,336.8266,380.887
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,evaluaciones,4829,4861,129.678648,4581,5061
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,cumplimientoPct,9.493333,9.6,0.545156,10.4,8.8
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,cumplimientoPrioritariosPct,3.52657,2.898551,0.730445,4.347826,2.898551
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,retrasoHoras,4062.924833,4062.854167,2.438544,4059.441667,4068.96
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,tiempoAtencionHoras,5856.685778,5865.4325,18.528158,5827.38,5881.19
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,noAsignados,35.366667,35,0.490133,35,36
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,costo,21891.266667,21890,430.264548,21158,22794
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,distanciaKm,3560.8,3549,73.295999,3426,3744
BASE,SIMULACION_CINCO_DIAS-NORMAL-N03,SIMULACION_CINCO_DIAS,NORMAL,3,RECOCIDO_SIMULADO,125,30,100,utilizacionPct,99.475,99.75,0.367599,99.75,99
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,objetivo,751692.744778,750030.685,15032.147115,711212.04,776549.53
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,tiempoMs,2737.209777,2763.829,121.831467,2492.7686,2952.4195
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,evaluaciones,9060,9060,0,9060,9060
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,cumplimientoPct,18.859649,18.684211,1.732317,22.105263,13.684211
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,cumplimientoPrioritariosPct,11.549708,11.403509,1.872652,14.912281,7.894737
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,retrasoHoras,2733.715389,2745.825833,160.144272,2371.435,3027.988333
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,tiempoAtencionHoras,4487.872556,4520.723333,196.382503,4068.54,4908.715
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,noAsignados,94.766667,95,1.304722,91,98
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,costo,24029.8,24106,1456.886368,20844,27116
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,distanciaKm,3997.8,3995,195.473148,3490,4370
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,GENETICO,190,30,100,utilizacionPct,96.952614,97.058824,1.312312,99.264706,94.117647
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,30,100,objetivo,1005553.274278,1005135.284167,3021.120319,1000324.013333,1012762.668333
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,SIMULACION_CINCO_DIAS,ALTA,1,RECOCIDO_SIMULADO,190,30,100,tiempoMs,813.912213,811.73535,27.355658,760.8957,881.0332
