variante,escenario,escenario_operativo,perfil_presion,tamanio,nivel,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial,pedidos_afectados_incidencia,vehiculos_averia_incidente,tiempo_replanificacion_ms,replanificacion_exitosa
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,12,54,GENETICO,494.7559,9060,714.018333,224.018333,4.9,0,0,true,true,89.473684,82.608696,12484,1878,57.222222,,8,1,119.9585,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,12,54,RECOCIDO_SIMULADO,27.4644,2381,652.818333,235.318333,4.175,0,0,true,true,89.473684,82.608696,14346,2158,57.222222,18.159162,8,1,23.93,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,13,55,RECOCIDO_SIMULADO,22.7523,1421,701.371667,230.538333,4.708333,0,0,true,true,92.105263,86.956522,13566,2050,57.222222,5.223874,8,1,15.3843,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,13,55,GENETICO,739.7963,9060,634.865,224.031667,4.108333,0,0,true,true,92.105263,86.956522,13568,2160,57.222222,,8,1,200.2699,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,14,56,GENETICO,821.6303,9060,711.473333,221.473333,4.9,0,0,true,true,89.473684,82.608696,12718,1970,57.222222,,9,1,127.3108,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,14,56,RECOCIDO_SIMULADO,29.6674,1021,718.498333,228.498333,4.9,0,0,true,true,89.473684,82.608696,13274,1980,57.222222,3.208533,9,1,11.2816,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,15,57,RECOCIDO_SIMULADO,28.6023,1261,654.496667,243.663333,4.108333,0,0,true,true,92.105263,86.956522,13984,1984,57.222222,4.426032,7,1,13.333,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,15,57,GENETICO,653.8191,9060,640.666667,223.166667,4.175,0,0,true,true,89.473684,82.608696,13232,2092,57.222222,,7,1,251.6805,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,16,58,GENETICO,406.1669,9060,633.698333,222.865,4.108333,0,0,true,true,92.105263,86.956522,12890,1960,57.222222,,8,1,221.9702,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,16,58,RECOCIDO_SIMULADO,39.2728,2541,648.85,231.35,4.175,0,0,true,true,89.473684,82.608696,14032,2150,57.222222,21.76912,8,1,25.0286,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,17,59,RECOCIDO_SIMULADO,28.1888,1341,654.8,237.3,4.175,0,0,true,true,89.473684,82.608696,13594,2096,57.222222,4.745512,6,1,14.2381,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,17,59,GENETICO,801.2191,9060,788.1,223.1,5.65,0,0,true,true,89.473684,82.608696,12934,1972,57.222222,,6,1,225.3945,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,18,60,GENETICO,879.8487,9060,713.118333,223.118333,4.9,0,0,true,true,89.473684,82.608696,13034,1994,57.222222,,7,1,159.1102,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,18,60,RECOCIDO_SIMULADO,29.701,2381,641.275,230.441667,4.108333,0,0,true,true,92.105263,86.956522,13354,2016,57.222222,18.427111,7,1,23.8907,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,19,61,RECOCIDO_SIMULADO,20.0647,1141,655.938333,238.438333,4.175,0,0,true,true,89.473684,82.608696,14930,2306,57.222222,3.608873,8,1,12.9941,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,19,61,GENETICO,553.6406,9060,797.108333,221.275,5.758333,0,0,true,true,92.105263,86.956522,12190,1824,57.222222,,8,1,305.2105,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,20,62,GENETICO,771.1576,9060,699.318333,221.818333,4.775,0,0,true,true,89.473684,82.608696,13094,2022,57.222222,,10,1,175.7429,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,20,62,RECOCIDO_SIMULADO,24.5413,301,745.51,230.843333,5.146667,0,0,true,true,89.473684,82.608696,12874,1968,57.222222,1.291965,10,1,4.2651,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,21,63,RECOCIDO_SIMULADO,36.7379,2341,652.463333,234.963333,4.175,0,0,true,true,89.473684,82.608696,14526,2222,57.222222,16.938646,8,1,24.2219,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,21,63,GENETICO,627.7288,9060,639.015,221.515,4.175,0,0,true,true,89.473684,82.608696,13006,2024,57.222222,,8,1,137.1577,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,22,64,GENETICO,444.7548,9060,714.708333,224.708333,4.9,0,0,true,true,89.473684,82.608696,13328,2008,57.222222,,5,1,176.4094,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,22,64,RECOCIDO_SIMULADO,22.6286,3061,659.596667,242.096667,4.175,0,0,true,true,89.473684,82.608696,14162,2108,57.222222,42.68143,5,1,30.8859,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,23,65,RECOCIDO_SIMULADO,23.6663,1821,651.348333,233.848333,4.175,0,0,true,true,89.473684,82.608696,13764,2032,57.222222,8.76894,10,1,19.239,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,23,65,GENETICO,585.3608,9060,767.598333,222.598333,5.45,0,0,true,true,89.473684,82.608696,12994,2006,57.222222,,10,1,201.0109,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,24,66,GENETICO,642.6008,9060,879.083333,224.083333,6.55,0,0,true,true,89.473684,82.608696,13414,2066,57.222222,,6,1,150.3938,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,24,66,RECOCIDO_SIMULADO,22.357,2341,650.69,233.19,4.175,0,0,true,true,89.473684,82.608696,14614,2244,57.222222,17.174968,6,1,23.1932,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,25,67,RECOCIDO_SIMULADO,23.8548,1261,731.773333,234.773333,4.97,0,0,true,true,89.473684,82.608696,13688,2044,57.222222,4.265835,10,1,14.0703,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,25,67,GENETICO,522.9261,9060,798.213333,222.38,5.758333,0,0,true,true,92.105263,86.956522,12894,1968,57.222222,,10,1,206.2736,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,26,68,GENETICO,385.756,9060,632.713333,221.88,4.108333,0,0,true,true,92.105263,86.956522,12626,1902,57.222222,,9,1,140.4358,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,26,68,RECOCIDO_SIMULADO,22.016,1301,641.178333,230.345,4.108333,0,0,true,true,92.105263,86.956522,12338,1880,57.222222,4.572477,9,1,14.4026,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,27,69,RECOCIDO_SIMULADO,28.4538,2021,651.431667,233.931667,4.175,0,0,true,true,89.473684,82.608696,13576,2062,57.222222,11.349981,8,1,21.284,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,27,69,GENETICO,721.4673,9060,797.318333,221.485,5.758333,0,0,true,true,92.105263,86.956522,12618,1920,57.222222,,8,1,164.7213,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,28,70,GENETICO,587.9383,9060,632.683333,221.85,4.108333,0,0,true,true,92.105263,86.956522,13214,2068,57.222222,,8,1,408.9656,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,28,70,RECOCIDO_SIMULADO,23.2064,821,724.716667,234.716667,4.9,0,0,true,true,89.473684,82.608696,13496,2136,57.222222,2.417105,8,1,10.32,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,29,71,RECOCIDO_SIMULADO,18.7933,3021,637.88,227.046667,4.108333,0,0,true,true,92.105263,86.956522,13758,2070,57.222222,41.145005,8,1,30.5109,true
BASE,OPERACION_DIARIA-ALTA-N02,OPERACION_DIARIA,ALTA,38,2,29,71,GENETICO,613.373,9060,643.611667,226.111667,4.175,0,0,true,true,89.473684,82.608696,13694,2050,57.222222,,8,1,136.5867,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,0,42,GENETICO,307.861,9060,161.06,161.06,0,0,0,true,true,100,100,12456,1904,53.333333,,7,1,198.6402,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,0,42,RECOCIDO_SIMULADO,26.8688,381,168.873333,168.873333,0,0,0,true,true,100,100,12060,1824,53.333333,1.385701,7,1,5.1987,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,1,43,RECOCIDO_SIMULADO,16.4468,461,172.825,172.825,0,0,0,true,true,100,100,12108,1884,53.333333,1.56417,6,1,5.8521,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,1,43,GENETICO,456.8614,9060,160.545,160.545,0,0,0,true,true,100,100,12640,1940,53.333333,,6,1,156.3936,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,2,44,GENETICO,609.6319,9060,160.585,160.585,0,0,0,true,true,100,100,12868,1992,53.333333,,8,1,235.1631,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,2,44,RECOCIDO_SIMULADO,22.356,501,169.21,169.21,0,0,0,true,true,100,100,12278,1862,53.333333,1.621559,8,1,6.6519,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,3,45,RECOCIDO_SIMULADO,14.7103,421,259.968333,162.468333,0.975,0,0,true,true,97.368421,95.652174,12658,1932,53.333333,1.504045,8,1,5.7703,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,3,45,GENETICO,259.739,9060,160.676667,160.676667,0,0,0,true,true,100,100,12584,1902,53.333333,,8,1,190.2914,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,4,46,GENETICO,236.8955,9060,259.385,161.885,0.975,0,0,true,true,97.368421,95.652174,12452,1896,53.333333,,5,1,261.4526,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,4,46,RECOCIDO_SIMULADO,16.4692,621,170.555,170.555,0,0,0,true,true,100,100,12174,1900,53.333333,1.92089,5,1,7.6596,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,5,47,RECOCIDO_SIMULADO,15.2284,501,163.766667,163.766667,0,0,0,true,true,100,100,12362,1804,53.333333,1.659461,6,1,9.1037,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,5,47,GENETICO,262.0438,9060,160.28,160.28,0,0,0,true,true,100,100,12700,1946,53.333333,,6,1,141.9866,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,6,48,GENETICO,363.1622,9060,159.096667,159.096667,0,0,0,true,true,100,100,12052,1824,53.333333,,5,1,163.7773,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,6,48,RECOCIDO_SIMULADO,15.4513,461,163.77,163.77,0,0,0,true,true,100,100,12306,1828,53.333333,1.579013,5,1,5.9679,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,7,49,RECOCIDO_SIMULADO,16.1625,1061,171.166667,171.166667,0,0,0,true,true,100,100,12278,1916,53.333333,3.283342,7,1,11.5368,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,7,49,GENETICO,500.4457,9060,160.548333,160.548333,0,0,0,true,true,100,100,13008,2004,53.333333,,7,1,182.9968,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,8,50,GENETICO,468.849,9060,159.686667,159.686667,0,0,0,true,true,100,100,12432,1874,53.333333,,9,1,146.0675,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,8,50,RECOCIDO_SIMULADO,19.0146,501,172.221667,172.221667,0,0,0,true,true,100,100,12776,1916,53.333333,1.667806,9,1,8.4851,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,9,51,RECOCIDO_SIMULADO,14.6661,621,164.673333,164.673333,0,0,0,true,true,100,100,12232,1842,53.333333,1.910788,8,1,7.8991,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,9,51,GENETICO,594.6642,9060,161.675,161.675,0,0,0,true,true,100,100,12892,1974,53.333333,,8,1,283.0247,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,10,52,GENETICO,453.2179,9060,161.488333,161.488333,0,0,0,true,true,100,100,13156,2058,53.333333,,10,1,214.1497,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,10,52,RECOCIDO_SIMULADO,18.9157,381,168.591667,168.591667,0,0,0,true,true,100,100,12616,1912,53.333333,1.424577,10,1,5.2331,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,11,53,RECOCIDO_SIMULADO,21.1346,661,179.845,179.845,0,0,0,true,true,100,100,12176,1878,53.333333,2.000441,10,1,7.8057,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,11,53,GENETICO,461.8324,9060,161.613333,161.613333,0,0,0,true,true,100,100,13156,2038,53.333333,,10,1,235.7559,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,12,54,GENETICO,448.6906,9060,161.35,161.35,0,0,0,true,true,100,100,12424,1914,53.333333,,8,1,212.4838,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,12,54,RECOCIDO_SIMULADO,18.575,301,262.19,164.69,0.975,0,0,true,true,97.368421,95.652174,12752,1906,53.333333,1.256516,8,1,4.8224,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,13,55,RECOCIDO_SIMULADO,20.4036,981,164.736667,164.736667,0,0,0,true,true,100,100,12034,1764,53.333333,2.942285,8,1,10.7007,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,13,55,GENETICO,275.6392,9060,160.718333,160.718333,0,0,0,true,true,100,100,12624,1950,53.333333,,8,1,138.9348,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,14,56,GENETICO,279.9691,9060,161.655,161.655,0,0,0,true,true,100,100,12708,1960,53.333333,,9,1,155.3897,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,14,56,RECOCIDO_SIMULADO,17.1,941,175.658333,175.658333,0,0,0,true,true,100,100,13212,1974,53.333333,2.854208,9,1,10.6604,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,15,57,RECOCIDO_SIMULADO,19.0189,621,264.686667,167.186667,0.975,0,0,true,true,97.368421,95.652174,11876,1836,53.333333,1.940393,7,1,7.48,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,15,57,GENETICO,404.0726,9060,161.61,161.61,0,0,0,true,true,100,100,12828,1984,53.333333,,7,1,200.5971,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,16,58,GENETICO,359.1455,9060,160.253333,160.253333,0,0,0,true,true,100,100,12620,1954,53.333333,,8,1,144.7014,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,16,58,RECOCIDO_SIMULADO,19.3223,661,171.356667,171.356667,0,0,0,true,true,100,100,12212,1770,53.333333,2.024085,8,1,10.7051,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,17,59,RECOCIDO_SIMULADO,19.4232,821,173.516667,173.516667,0,0,0,true,true,100,100,12098,1808,53.333333,2.39348,6,1,10.92,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,17,59,GENETICO,333.2234,9060,160.775,160.775,0,0,0,true,true,100,100,12488,1908,53.333333,,6,1,154.3989,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,18,60,GENETICO,323.5307,9060,260.165,162.665,0.975,0,0,true,true,97.368421,95.652174,12928,1990,53.333333,,7,1,139.0725,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,18,60,RECOCIDO_SIMULADO,14.4861,941,168.466667,168.466667,0,0,0,true,true,100,100,11202,1692,53.333333,2.869289,7,1,10.3665,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,19,61,RECOCIDO_SIMULADO,16.2981,621,168.571667,168.571667,0,0,0,true,true,100,100,11442,1718,53.333333,1.932453,8,1,7.3389,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,19,61,GENETICO,293.8603,9060,160.558333,160.558333,0,0,0,true,true,100,100,12648,1976,53.333333,,8,1,154.0225,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,20,62,GENETICO,366.5988,9060,160.893333,160.893333,0,0,0,true,true,100,100,12612,1962,53.333333,,10,1,265.3575,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,20,62,RECOCIDO_SIMULADO,17.5738,181,169.093333,169.093333,0,0,0,true,true,100,100,12402,1828,53.333333,1.074531,10,1,3.0873,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,21,63,RECOCIDO_SIMULADO,20.9796,741,168.826667,168.826667,0,0,0,true,true,100,100,12604,1888,53.333333,2.236648,8,1,8.4172,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,21,63,GENETICO,530.7714,9060,160.458333,160.458333,0,0,0,true,true,100,100,12952,1994,53.333333,,8,1,238.6606,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,22,64,GENETICO,332.6497,9060,161.07,161.07,0,0,0,true,true,100,100,12720,1934,53.333333,,5,1,189.8801,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,22,64,RECOCIDO_SIMULADO,22.617,781,164.938333,164.938333,0,0,0,true,true,100,100,12628,1870,53.333333,2.388359,5,1,9.0554,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,23,65,RECOCIDO_SIMULADO,18.0752,461,266.51,169.01,0.975,0,0,true,true,97.368421,95.652174,12384,1878,53.333333,1.548406,10,1,5.836,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,23,65,GENETICO,328.8558,9060,160.333333,160.333333,0,0,0,true,true,100,100,12508,1946,53.333333,,10,1,297.3193,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,24,66,GENETICO,578.9389,9060,163.01,163.01,0,0,0,true,true,100,100,12908,1980,53.333333,,6,1,139.1807,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,24,66,RECOCIDO_SIMULADO,17.1344,461,167.578333,167.578333,0,0,0,true,true,100,100,11936,1816,53.333333,1.584654,6,1,6.0015,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,25,67,RECOCIDO_SIMULADO,21.1046,781,169.216667,169.216667,0,0,0,true,true,100,100,12998,1996,53.333333,2.309469,10,1,8.9161,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,25,67,GENETICO,529.5213,9060,160.655,160.655,0,0,0,true,true,100,100,12640,1956,53.333333,,10,1,285.4397,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,26,68,GENETICO,511.7888,9060,160.45,160.45,0,0,0,true,true,100,100,12556,1938,53.333333,,9,1,167.9463,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,26,68,RECOCIDO_SIMULADO,13.899,1061,168.255,168.255,0,0,0,true,true,100,100,11994,1840,53.333333,3.333297,9,1,11.8065,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,27,69,RECOCIDO_SIMULADO,17.2403,701,170.48,170.48,0,0,0,true,true,100,100,12144,1866,53.333333,2.145653,8,1,8.5926,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,27,69,GENETICO,285.5528,9060,258.521667,161.021667,0.975,0,0,true,true,97.368421,95.652174,12548,1916,53.333333,,8,1,154.0481,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,28,70,GENETICO,242.623,9060,159.57,159.57,0,0,0,true,true,100,100,12492,1928,53.333333,,8,1,172.0742,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,28,70,RECOCIDO_SIMULADO,15.8379,1021,172.413333,172.413333,0,0,0,true,true,100,100,12454,1928,53.333333,3.142016,8,1,11.0181,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,29,71,RECOCIDO_SIMULADO,17.5264,461,164.233333,164.233333,0,0,0,true,true,100,100,12594,1868,53.333333,1.546867,8,1,5.7885,true
BASE,OPERACION_DIARIA-ALTA-N03,OPERACION_DIARIA,ALTA,38,3,29,71,GENETICO,303.419,9060,261.43,163.93,0.975,0,0,true,true,97.368421,95.652174,13020,1954,53.333333,,8,1,243.3604,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,0,42,GENETICO,465.7241,9060,1297.268333,361.601667,9.356667,0,0,true,true,92.727273,88.571429,14830,2490,77.97619,,20,2,209.0143,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,0,42,RECOCIDO_SIMULADO,36.2994,2461,1312.051667,391.385,9.206667,0,0,true,true,90.909091,85.714286,17922,2986,77.97619,20.387058,20,2,32.7639,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,1,43,RECOCIDO_SIMULADO,32.7109,1101,1265.45,382.116667,8.833333,0,0,true,true,92.727273,88.571429,14848,2404,77.97619,3.514936,19,2,15.2716,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,1,43,GENETICO,356.3397,9060,1375.51,370.51,10.05,0,0,true,true,94.545455,91.428571,16464,2778,77.97619,,19,2,168.9939,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,2,44,GENETICO,434.4208,9060,1344.72,369.053333,9.756667,0,0,true,true,89.090909,82.857143,16228,2670,77.97619,,20,2,177.1622,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,2,44,RECOCIDO_SIMULADO,38.2688,1181,1189.128333,383.461667,8.056667,0,0,true,true,92.727273,88.571429,16158,2576,77.97619,3.991965,20,2,15.9112,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,3,45,RECOCIDO_SIMULADO,30.8435,781,1203.248333,378.248333,8.25,0,0,true,true,92.727273,88.571429,16158,2700,77.97619,2.345411,25,2,13.2328,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,3,45,GENETICO,320.2496,9060,1202.41,368.41,8.34,0,0,true,true,92.727273,88.571429,15272,2574,77.97619,,25,2,152.0491,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,4,46,GENETICO,323.6297,9060,1366.565,366.565,10,0,0,true,true,92.727273,88.571429,15566,2540,77.97619,,19,2,145.465,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,4,46,RECOCIDO_SIMULADO,37.0256,1181,1482.458333,384.458333,10.98,0,0,true,true,92.727273,88.571429,16846,2726,77.97619,3.797602,19,2,16.2187,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,5,47,RECOCIDO_SIMULADO,40.5061,3101,1278.258333,389.258333,8.89,0,0,true,true,90.909091,85.714286,16404,2670,77.97619,45.763992,21,2,39.051,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,5,47,GENETICO,518.138,9060,1235.905,365.905,8.7,0,0,true,true,92.727273,88.571429,15856,2606,77.97619,,21,2,208.4247,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,6,48,GENETICO,569.8024,9060,1251.226667,367.893333,8.833333,0,0,true,true,90.909091,85.714286,15438,2592,77.97619,,19,2,171.3637,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,6,48,RECOCIDO_SIMULADO,28.2816,381,1203.543333,380.21,8.233333,0,0,true,true,92.727273,88.571429,16568,2598,77.97619,1.430694,21,2,6.3984,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,7,49,RECOCIDO_SIMULADO,39.8016,2181,1183.753333,394.753333,7.89,0,0,true,true,92.727273,88.571429,17554,2862,77.97619,13.686482,21,2,29.8236,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,7,49,GENETICO,308.18,9060,1251.125,367.791667,8.833333,0,0,true,true,90.909091,85.714286,15384,2626,77.97619,,21,2,166.4776,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,8,50,GENETICO,725.9577,9060,1101.006667,363.006667,7.38,0,0,true,true,92.727273,88.571429,14918,2546,77.97619,,23,2,395.4282,true
BASE,OPERACION_DIARIA-CRITICA-N01,OPERACION_DIARIA,CRITICA,55,1,8,50,RECOCIDO_SIMULADO,36.9181,381,1312.543333,381.876667,9.306667,0,0,true,true,89.090909,82.857143,15296,2404,77.97619,1.367472,23,2,6.4285,true
